company,week_start,mean_pos,mean_neu,mean_neg,NYT_mention,sentiment_score,non_neutral_share,num_memes,mean_meme_sentiment,meme_engagement,meme_spike,log1p_meme_volume,log1p_meme_engagement,iso_year,iso_week,sentiment_score_L1,sentiment_score_L2,sentiment_score_L3,sentiment_score_L4,mean_pos_L1,mean_pos_L2,mean_pos_L3,mean_pos_L4,mean_neg_L1,mean_neg_L2,mean_neg_L3,mean_neg_L4,non_neutral_share_L1,non_neutral_share_L2,non_neutral_share_L3,non_neutral_share_L4,NYT_mention_L1,NYT_mention_L2,NYT_mention_L3,NYT_mention_L4,num_memes_L1,num_memes_L2,num_memes_L3,num_memes_L4,mean_meme_sentiment_L1,mean_meme_sentiment_L2,mean_meme_sentiment_L3,mean_meme_sentiment_L4,meme_engagement_L1,meme_engagement_L2,meme_engagement_L3,meme_engagement_L4,num_memes_z,num_memes_rel
adidas,2023-04-10,0.0064181198568036,0.3947540694186955,0.5988277953324541,2,-0.5924096754756505,0.6052459305813045,0,,,,0.0,0.0,2023,15,-8.645042228749844e-06,-0.0057006787266669,-0.1625391352431156,-0.6927457497931755,3.30406393800331e-07,0.0001143395993015,0.0001230630727614,1.3883271094528029e-05,8.975448622550175e-06,0.0058150183259684,0.162662198315877,0.69275963306427,9.357929229736328e-06,0.0059293657541275,0.1627852737903595,0.6927735209465027,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-04-17,1.3341818998924282e-05,0.5601399950683117,0.43984666079632,2,-0.4398333189773211,0.4398600049316883,0,,,,0.0,0.0,2023,16,-0.5924096754756505,-8.645042228749844e-06,-0.0057006787266669,-0.1625391352431156,0.0064181198568036,3.30406393800331e-07,0.0001143395993015,0.0001230630727614,0.5988277953324541,8.975448622550175e-06,0.0058150183259684,0.162662198315877,0.6052459305813045,9.357929229736328e-06,0.0059293657541275,0.1627852737903595,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-04-24,0.9999932050704956,6.622483169849147e-06,1.7055251078090805e-07,2,0.9999930345179848,0.9999933775168302,0,,,,0.0,0.0,2023,17,-0.4398333189773211,-0.5924096754756505,-8.645042228749844e-06,-0.0057006787266669,1.3341818998924282e-05,0.0064181198568036,3.30406393800331e-07,0.0001143395993015,0.43984666079632,0.5988277953324541,8.975448622550175e-06,0.0058150183259684,0.4398600049316883,0.6052459305813045,9.357929229736328e-06,0.0059293657541275,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-05-01,2.73229210563386e-06,0.8525425758859455,0.1474547254648087,5,-0.147451993172703,0.1474574241140545,0,,,,0.0,0.0,2023,18,0.9999930345179848,-0.4398333189773211,-0.5924096754756505,-8.645042228749844e-06,0.9999932050704956,1.3341818998924282e-05,0.0064181198568036,3.30406393800331e-07,1.7055251078090805e-07,0.43984666079632,0.5988277953324541,8.975448622550175e-06,0.9999933775168302,0.4398600049316883,0.6052459305813045,9.357929229736328e-06,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-05-08,0.1254160955112837,0.8723715866605442,0.0022123153383593,2,0.1232037801729243,0.1276284133394558,0,,,,0.0,0.0,2023,19,-0.147451993172703,0.9999930345179848,-0.4398333189773211,-0.5924096754756505,2.73229210563386e-06,0.9999932050704956,1.3341818998924282e-05,0.0064181198568036,0.1474547254648087,1.7055251078090805e-07,0.43984666079632,0.5988277953324541,0.1474574241140545,0.9999933775168302,0.4398600049316883,0.6052459305813045,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-05-15,5.454247968827985e-07,0.5001186063527712,0.4998809024785373,2,-0.4998803570537404,0.4998813936472288,0,,,,0.0,0.0,2023,20,0.1232037801729243,-0.147451993172703,0.9999930345179848,-0.4398333189773211,0.1254160955112837,2.73229210563386e-06,0.9999932050704956,1.3341818998924282e-05,0.0022123153383593,0.1474547254648087,1.7055251078090805e-07,0.43984666079632,0.1276284133394558,0.1474574241140545,0.9999933775168302,0.4398600049316883,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-05-22,1.333420073024172e-06,0.9999960660934448,2.6326790703024017e-06,1,-1.2992589972782298e-06,3.933906555175781e-06,0,,,,0.0,0.0,2023,21,-0.4998803570537404,0.1232037801729243,-0.147451993172703,0.9999930345179848,5.454247968827985e-07,0.1254160955112837,2.73229210563386e-06,0.9999932050704956,0.4998809024785373,0.0022123153383593,0.1474547254648087,1.7055251078090805e-07,0.4998813936472288,0.1276284133394558,0.1474574241140545,0.9999933775168302,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-05-29,0.1674492679311307,0.7798743035052396,0.052676432501913,5,0.1147728354292176,0.2201256964947604,0,,,,0.0,0.0,2023,22,-1.2992589972782298e-06,-0.4998803570537404,0.1232037801729243,-0.147451993172703,1.333420073024172e-06,5.454247968827985e-07,0.1254160955112837,2.73229210563386e-06,2.6326790703024017e-06,0.4998809024785373,0.0022123153383593,0.1474547254648087,3.933906555175781e-06,0.4998813936472288,0.1276284133394558,0.1474574241140545,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-06-05,0.1815865102307725,0.8182891413586427,0.0001243510924785,3,0.181462159138294,0.1817108586413572,0,,,,0.0,0.0,2023,23,0.1147728354292176,-1.2992589972782298e-06,-0.4998803570537404,0.1232037801729243,0.1674492679311307,1.333420073024172e-06,5.454247968827985e-07,0.1254160955112837,0.052676432501913,2.6326790703024017e-06,0.4998809024785373,0.0022123153383593,0.2201256964947604,3.933906555175781e-06,0.4998813936472288,0.1276284133394558,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-06-12,0.001075139348066,0.7984809239789683,0.2004439183831664,5,-0.1993687790351003,0.2015190760210317,0,,,,0.0,0.0,2023,24,0.181462159138294,0.1147728354292176,-1.2992589972782298e-06,-0.4998803570537404,0.1815865102307725,0.1674492679311307,1.333420073024172e-06,5.454247968827985e-07,0.0001243510924785,0.052676432501913,2.6326790703024017e-06,0.4998809024785373,0.1817108586413572,0.2201256964947604,3.933906555175781e-06,0.4998813936472288,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-06-19,2.775779766039932e-07,0.5000049242521527,0.4999947945793792,2,-0.4999945170014026,0.4999950757478473,0,,,,0.0,0.0,2023,25,-0.1993687790351003,0.181462159138294,0.1147728354292176,-1.2992589972782298e-06,0.001075139348066,0.1815865102307725,0.1674492679311307,1.333420073024172e-06,0.2004439183831664,0.0001243510924785,0.052676432501913,2.6326790703024017e-06,0.2015190760210317,0.1817108586413572,0.2201256964947604,3.933906555175781e-06,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-06-26,4.897229763400901e-05,0.99513840675354,0.0048126011326985,2,-0.0047636288350645,0.0048615932464599,0,,,,0.0,0.0,2023,26,-0.4999945170014026,-0.1993687790351003,0.181462159138294,0.1147728354292176,2.775779766039932e-07,0.001075139348066,0.1815865102307725,0.1674492679311307,0.4999947945793792,0.2004439183831664,0.0001243510924785,0.052676432501913,0.4999950757478473,0.2015190760210317,0.1817108586413572,0.2201256964947604,2.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-07-03,0.0174281070940196,0.0819288939237594,0.9006430208683014,2,-0.8832149137742817,0.9180711060762404,0,,,,0.0,0.0,2023,27,-0.0047636288350645,-0.4999945170014026,-0.1993687790351003,0.181462159138294,4.897229763400901e-05,2.775779766039932e-07,0.001075139348066,0.1815865102307725,0.0048126011326985,0.4999947945793792,0.2004439183831664,0.0001243510924785,0.0048615932464599,0.4999950757478473,0.2015190760210317,0.1817108586413572,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-07-10,,,,0,,,0,,,,0.0,0.0,2023,28,-0.8832149137742817,-0.0047636288350645,-0.4999945170014026,-0.1993687790351003,0.0174281070940196,4.897229763400901e-05,2.775779766039932e-07,0.001075139348066,0.9006430208683014,0.0048126011326985,0.4999947945793792,0.2004439183831664,0.9180711060762404,0.0048615932464599,0.4999950757478473,0.2015190760210317,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-07-17,0.0401453727292491,0.9598010703921318,5.35846990032951e-05,4,0.0400917880302458,0.0401989296078681,0,,,,0.0,0.0,2023,29,,-0.8832149137742817,-0.0047636288350645,-0.4999945170014026,,0.0174281070940196,4.897229763400901e-05,2.775779766039932e-07,,0.9006430208683014,0.0048126011326985,0.4999947945793792,,0.9180711060762404,0.0048615932464599,0.4999950757478473,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-07-24,0.4999893133144724,0.2510612570875885,0.2489494445056399,1,0.2510398688088324,0.7489387429124115,0,,,,0.0,0.0,2023,30,0.0400917880302458,,-0.8832149137742817,-0.0047636288350645,0.0401453727292491,,0.0174281070940196,4.897229763400901e-05,5.35846990032951e-05,,0.9006430208683014,0.0048126011326985,0.0401989296078681,,0.9180711060762404,0.0048615932464599,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-07-31,0.0551291921971273,0.8888815414642747,0.0559892363659902,3,-0.0008600441688629,0.1111184585357253,0,,,,0.0,0.0,2023,31,0.2510398688088324,0.0400917880302458,,-0.8832149137742817,0.4999893133144724,0.0401453727292491,,0.0174281070940196,0.2489494445056399,5.35846990032951e-05,,0.9006430208683014,0.7489387429124115,0.0401989296078681,,0.9180711060762404,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-08-07,0.0999977078878998,0.7972992887729788,0.1027030336447737,5,-0.0027053257568738,0.2027007112270211,0,,,,0.0,0.0,2023,32,-0.0008600441688629,0.2510398688088324,0.0400917880302458,,0.0551291921971273,0.4999893133144724,0.0401453727292491,,0.0559892363659902,0.2489494445056399,5.35846990032951e-05,,0.1111184585357253,0.7489387429124115,0.0401989296078681,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-08-14,9.761393991780665e-06,0.9157282133577004,0.0842620562020215,4,-0.0842522948080297,0.0842717866422996,0,,,,0.0,0.0,2023,33,-0.0027053257568738,-0.0008600441688629,0.2510398688088324,0.0400917880302458,0.0999977078878998,0.0551291921971273,0.4999893133144724,0.0401453727292491,0.1027030336447737,0.0559892363659902,0.2489494445056399,5.35846990032951e-05,0.2027007112270211,0.1111184585357253,0.7489387429124115,0.0401989296078681,5.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-08-21,4.252603374984195e-05,0.9990242371956508,0.0009332679888321,4,-0.0008907419550823,0.0009757628043493,0,,,,0.0,0.0,2023,34,-0.0842522948080297,-0.0027053257568738,-0.0008600441688629,0.2510398688088324,9.761393991780665e-06,0.0999977078878998,0.0551291921971273,0.4999893133144724,0.0842620562020215,0.1027030336447737,0.0559892363659902,0.2489494445056399,0.0842717866422996,0.2027007112270211,0.1111184585357253,0.7489387429124115,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-08-28,5.0733305556605046e-08,0.999991536140442,8.432959475612734e-06,1,-8.382226170056128e-06,8.463859558105469e-06,0,,,,0.0,0.0,2023,35,-0.0008907419550823,-0.0842522948080297,-0.0027053257568738,-0.0008600441688629,4.252603374984195e-05,9.761393991780665e-06,0.0999977078878998,0.0551291921971273,0.0009332679888321,0.0842620562020215,0.1027030336447737,0.0559892363659902,0.0009757628043493,0.0842717866422996,0.2027007112270211,0.1111184585357253,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-09-04,3.425677164159424e-07,0.9999985694885254,1.0292327488059527e-06,1,-6.866650323900103e-07,1.430511474609375e-06,0,,,,0.0,0.0,2023,36,-8.382226170056128e-06,-0.0008907419550823,-0.0842522948080297,-0.0027053257568738,5.0733305556605046e-08,4.252603374984195e-05,9.761393991780665e-06,0.0999977078878998,8.432959475612734e-06,0.0009332679888321,0.0842620562020215,0.1027030336447737,8.463859558105469e-06,0.0009757628043493,0.0842717866422996,0.2027007112270211,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-09-11,9.801117459851127e-06,0.9999631643295288,2.7052158581379142e-05,2,-1.7251041121528015e-05,3.6835670471191406e-05,0,,,,0.0,0.0,2023,37,-6.866650323900103e-07,-8.382226170056128e-06,-0.0008907419550823,-0.0842522948080297,3.425677164159424e-07,5.0733305556605046e-08,4.252603374984195e-05,9.761393991780665e-06,1.0292327488059527e-06,8.432959475612734e-06,0.0009332679888321,0.0842620562020215,1.430511474609375e-06,8.463859558105469e-06,0.0009757628043493,0.0842717866422996,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-09-18,3.0412383207334415e-06,0.8625028729438782,0.1374940599917522,4,-0.1374910187534315,0.1374971270561218,0,,,,0.0,0.0,2023,38,-1.7251041121528015e-05,-6.866650323900103e-07,-8.382226170056128e-06,-0.0008907419550823,9.801117459851127e-06,3.425677164159424e-07,5.0733305556605046e-08,4.252603374984195e-05,2.7052158581379142e-05,1.0292327488059527e-06,8.432959475612734e-06,0.0009332679888321,3.6835670471191406e-05,1.430511474609375e-06,8.463859558105469e-06,0.0009757628043493,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-09-25,,,,0,,,0,,,,0.0,0.0,2023,39,-0.1374910187534315,-1.7251041121528015e-05,-6.866650323900103e-07,-8.382226170056128e-06,3.0412383207334415e-06,9.801117459851127e-06,3.425677164159424e-07,5.0733305556605046e-08,0.1374940599917522,2.7052158581379142e-05,1.0292327488059527e-06,8.432959475612734e-06,0.1374971270561218,3.6835670471191406e-05,1.430511474609375e-06,8.463859558105469e-06,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-10-02,,,,0,,,1,-0.3821562013663424,0.6931471805599453,0.0,0.6931471805599453,0.5265890341390445,2023,40,,-0.1374910187534315,-1.7251041121528015e-05,-6.866650323900103e-07,,3.0412383207334415e-06,9.801117459851127e-06,3.425677164159424e-07,,0.1374940599917522,2.7052158581379142e-05,1.0292327488059527e-06,,0.1374971270561218,3.6835670471191406e-05,1.430511474609375e-06,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,-0.670820393249937,1.0
adidas,2023-10-09,,,,0,,,0,,,,0.0,0.0,2023,41,,,-0.1374910187534315,-1.7251041121528015e-05,,,3.0412383207334415e-06,9.801117459851127e-06,,,0.1374940599917522,2.7052158581379142e-05,,,0.1374971270561218,3.6835670471191406e-05,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,-0.3821562013663424,,,,0.6931471805599453,,,,0.0,0.0
adidas,2023-10-16,,,,0,,,0,,,,0.0,0.0,2023,42,,,,-0.1374910187534315,,,,3.0412383207334415e-06,,,,0.1374940599917522,,,,0.1374971270561218,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,,-0.3821562013663424,,,,0.6931471805599453,,,0.0,0.0
adidas,2023-10-23,0.1349925014845954,0.7238906523001623,0.1411168577156346,4,-0.0061243562310391,0.2761093476998377,0,,,,0.0,0.0,2023,43,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,-0.3821562013663424,,,,0.6931471805599453,,0.0,0.0
adidas,2023-10-30,0.2680219259906669,0.7229671785211343,0.0090108817302176,3,0.2590110442604493,0.2770328214788656,0,,,,0.0,0.0,2023,44,-0.0061243562310391,,,,0.1349925014845954,,,,0.1411168577156346,,,,0.2761093476998377,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,-0.3821562013663424,,,,0.6931471805599453,0.0,0.0
adidas,2023-11-06,8.445289040537318e-06,0.9316325187683104,0.0683590054218257,1,-0.0683505601327851,0.0683674812316894,0,,,,0.0,0.0,2023,45,0.2590110442604493,-0.0061243562310391,,,0.2680219259906669,0.1349925014845954,,,0.0090108817302176,0.1411168577156346,,,0.2770328214788656,0.2761093476998377,,,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0
adidas,2023-11-13,0.0265621153114865,0.8999314249027878,0.0735064710266,3,-0.0469443557151135,0.1000685750972122,0,,,,0.0,0.0,2023,46,-0.0683505601327851,0.2590110442604493,-0.0061243562310391,,8.445289040537318e-06,0.2680219259906669,0.1349925014845954,,0.0683590054218257,0.0090108817302176,0.1411168577156346,,0.0683674812316894,0.2770328214788656,0.2761093476998377,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0
adidas,2023-11-20,,,,0,,,0,,,,0.0,0.0,2023,47,-0.0469443557151135,-0.0683505601327851,0.2590110442604493,-0.0061243562310391,0.0265621153114865,8.445289040537318e-06,0.2680219259906669,0.1349925014845954,0.0735064710266,0.0683590054218257,0.0090108817302176,0.1411168577156346,0.1000685750972122,0.0683674812316894,0.2770328214788656,0.2761093476998377,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0
adidas,2023-11-27,,,,0,,,0,,,,0.0,0.0,2023,48,,-0.0469443557151135,-0.0683505601327851,0.2590110442604493,,0.0265621153114865,8.445289040537318e-06,0.2680219259906669,,0.0735064710266,0.0683590054218257,0.0090108817302176,,0.1000685750972122,0.0683674812316894,0.2770328214788656,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0
adidas,2023-12-04,,,,0,,,0,,,,0.0,0.0,2023,49,,,-0.0469443557151135,-0.0683505601327851,,,0.0265621153114865,8.445289040537318e-06,,,0.0735064710266,0.0683590054218257,,,0.1000685750972122,0.0683674812316894,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-12-11,0.000364360428648,0.9977585077285768,0.0018771290779113,1,-0.0015127686492633,0.0022414922714233,0,,,,0.0,0.0,2023,50,,,,-0.0469443557151135,,,,0.0265621153114865,,,,0.0735064710266,,,,0.1000685750972122,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-12-18,,,,0,,,0,,,,0.0,0.0,2023,51,-0.0015127686492633,,,,0.000364360428648,,,,0.0018771290779113,,,,0.0022414922714233,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2023-12-25,1.1167870965778093e-06,0.9980770945549012,0.0019217497087993,1,-0.0019206329217027,0.0019229054450988,0,,,,0.0,0.0,2023,52,,-0.0015127686492633,,,,0.000364360428648,,,,0.0018771290779113,,,,0.0022414922714233,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2024-01-01,,,,0,,,0,,,,0.0,0.0,2024,1,-0.0019206329217027,,-0.0015127686492633,,1.1167870965778093e-06,,0.000364360428648,,0.0019217497087993,,0.0018771290779113,,0.0019229054450988,,0.0022414922714233,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
adidas,2024-01-08,3.89629866859309e-06,0.9999880790710448,7.939841680126847e-06,2,-4.043543011533757e-06,1.1920928955078123e-05,0,,,,0.0,0.0,2024,2,,-0.0019206329217027,,-0.0015127686492633,,1.1167870965778093e-06,,0.000364360428648,,0.0019217497087993,,0.0018771290779113,,0.0019229054450988,,0.0022414922714233,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0
